setting,reasoning,persona,response_status,incomplete_reason,prompt_tokens,reasoning_tokens,actual_output_tokens,total_tokens,response_text_len
raw_start_v2,low,pid_17,completed,,37040,1317,3030,41387,10338
raw_start_v2,low,pid_18,completed,,37117,1434,3032,41583,10349
raw_start_v2,low,pid_19,completed,,37415,1174,3066,41655,10408
raw_start_v2,low,pid_20,completed,,36897,1496,3082,41475,10635
raw_start_v2,medium,pid_1,completed,,37597,3447,3082,44126,10622
raw_start_v2,medium,pid_2,completed,,40061,3081,3059,46201,10377
raw_start_v2,medium,pid_3,completed,,37499,3312,3083,43894,10624
raw_start_v2,medium,pid_4,completed,,37206,3305,3085,43596,10545
raw_start_v2,medium,pid_5,completed,,37268,3950,3056,44274,10526
raw_start_v2,medium,pid_6,completed,,37488,3735,3025,44248,10326
raw_start_v2,medium,pid_7,completed,,37305,4247,3047,44599,10463
raw_start_v2,medium,pid_8,completed,,37237,4270,3073,44580,10557
raw_start_v2,medium,pid_9,completed,,37383,3625,3095,44103,10589
raw_start_v2,medium,pid_10,completed,,37643,3739,3039,44421,10414
raw_start_v2,medium,pid_11,completed,,37168,2964,3053,43185,10453
raw_start_v2,medium,pid_12,completed,,37161,4000,3068,44229,10461
raw_start_v2,medium,pid_13,completed,,37560,3191,3094,43845,10588
raw_start_v2,medium,pid_14,completed,,37232,3818,3101,44151,10608
raw_start_v2,medium,pid_15,completed,,37484,4761,3098,45343,10579
raw_start_v2,medium,pid_16,completed,,37426,3985,3051,44462,10346
raw_start_v2,medium,pid_17,completed,,37040,4253,3058,44351,10527
raw_start_v2,medium,pid_18,completed,,37117,3029,3046,43192,10429
raw_start_v2,medium,pid_19,completed,,37415,4198,3101,44714,10611
raw_start_v2,medium,pid_20,completed,,36897,2997,3082,42976,10660
raw_start_v2,high,pid_1,completed,,37597,6364,3053,47014,10469
raw_start_v2,high,pid_2,completed,,40061,6379,3098,49538,10602
raw_start_v2,high,pid_3,completed,,37499,5057,3072,45628,10575
raw_start_v2,high,pid_4,completed,,37206,7290,3062,47558,10404
raw_start_v2,high,pid_5,completed,,37268,5824,3034,46126,10366
raw_start_v2,high,pid_6,completed,,37488,5075,3043,45606,10433
raw_start_v2,high,pid_7,completed,,37305,5343,3068,45716,10562
raw_start_v2,high,pid_8,completed,,37237,6487,3052,46776,10458
raw_start_v2,high,pid_9,completed,,37383,6360,3096,46839,10596
raw_start_v2,high,pid_10,completed,,37643,6181,3069,46893,10565
raw_start_v2,high,pid_11,completed,,37168,6598,3080,46846,10603
raw_start_v2,high,pid_12,completed,,37161,5887,3089,46137,10544
raw_start_v2,high,pid_13,completed,,37560,5992,3105,46657,10628
raw_start_v2,high,pid_14,completed,,37232,5723,3071,46026,10460
raw_start_v2,high,pid_15,completed,,37484,5754,3070,46308,10405
raw_start_v2,high,pid_16,completed,,37426,6050,3090,46566,10572
raw_start_v2,high,pid_17,completed,,37040,8016,3060,48116,10455
raw_start_v2,high,pid_18,completed,,37117,5179,3064,45360,10552
raw_start_v2,high,pid_19,completed,,37415,5958,3094,46467,10583
raw_start_v2,high,pid_20,completed,,36897,7121,3054,47072,10467
raw_start_v3,none,pid_1,completed,,38153,0,3080,41233,10630
raw_start_v3,none,pid_2,completed,,38205,0,3073,41278,10442
raw_start_v3,none,pid_3,completed,,38061,0,3076,41137,10597
raw_start_v3,none,pid_4,completed,,38130,0,3044,41174,10537
raw_start_v3,none,pid_5,completed,,38554,0,3068,41622,10604
raw_start_v3,none,pid_6,completed,,38461,0,3033,41494,10377
raw_start_v3,none,pid_7,completed,,37607,0,3065,40672,10552
raw_start_v3,none,pid_8,completed,,36539,0,3058,39597,10520
raw_start_v3,none,pid_9,completed,,38461,0,3065,41526,10401
raw_start_v3,none,pid_10,completed,,37977,0,3065,41042,10550
raw_start_v3,none,pid_11,completed,,36393,0,3054,39447,10457
raw_start_v3,none,pid_12,completed,,37859,0,3027,40886,10493
raw_start_v3,none,pid_13,completed,,38044,0,3062,41106,10411
raw_start_v3,none,pid_14,completed,,38354,0,3105,41459,10647
raw_start_v3,none,pid_15,completed,,38317,0,3042,41359,10543
raw_start_v3,none,pid_16,completed,,38037,0,3058,41095,10376
raw_start_v3,none,pid_17,completed,,38164,0,3058,41222,10464
raw_start_v3,none,pid_18,completed,,37387,0,3093,40480,10705
raw_start_v3,none,pid_19,completed,,38219,0,3110,41329,10606
raw_start_v3,none,pid_20,completed,,38091,0,3083,41174,10676
raw_start_v3,low,pid_1,completed,,38153,1437,3064,42654,10542
raw_start_v3,low,pid_2,completed,,38205,1409,3060,42674,10387
raw_start_v3,low,pid_3,completed,,38061,1194,3089,42344,10655
raw_start_v3,low,pid_4,completed,,38130,1615,3122,42867,10734
raw_start_v3,low,pid_5,completed,,38554,1505,3025,43084,10328
raw_start_v3,low,pid_6,completed,,38461,1423,3050,42934,10445
raw_start_v3,low,pid_7,completed,,37607,1168,3045,41820,10429
raw_start_v3,low,pid_8,completed,,36539,1426,3081,41046,10596
raw_start_v3,low,pid_9,completed,,38461,1463,3014,42938,10356
raw_start_v3,low,pid_10,completed,,37977,1401,3055,42433,10447
raw_start_v3,low,pid_11,completed,,36393,1363,3060,40816,10478
raw_start_v3,low,pid_12,completed,,37859,1248,3095,42202,10605
raw_start_v3,low,pid_13,completed,,38044,1500,3063,42607,10400
raw_start_v3,low,pid_14,completed,,38354,1352,3098,42804,10574
raw_start_v3,low,pid_15,completed,,38317,176,3044,41537,10541
raw_start_v3,low,pid_16,completed,,38037,1417,3084,42538,10485
raw_start_v3,low,pid_17,completed,,38164,1283,3076,42523,10602
raw_start_v3,low,pid_18,completed,,37387,1611,3081,42079,10622
raw_start_v3,low,pid_19,completed,,38219,1470,3101,42790,10619
raw_start_v3,low,pid_20,completed,,38091,1354,3039,42484,10378
raw_start_v3,medium,pid_1,completed,,38153,4806,3074,46033,10573
raw_start_v3,medium,pid_2,completed,,38205,3386,3067,44658,10447
raw_start_v3,medium,pid_3,completed,,38061,3859,3065,44985,10554
raw_start_v3,medium,pid_4,completed,,38130,3299,3070,44499,10427
raw_start_v3,medium,pid_5,completed,,38554,3734,3063,45351,10549
raw_start_v3,medium,pid_6,completed,,38461,2680,3062,44203,10533
raw_start_v3,medium,pid_7,completed,,37607,4103,3058,44768,10514
raw_start_v3,medium,pid_8,completed,,36539,3706,3075,43320,10585
raw_start_v3,medium,pid_9,completed,,38461,4440,3074,45975,10484
raw_start_v3,medium,pid_10,completed,,37977,3268,3065,44310,10557
raw_start_v3,medium,pid_11,completed,,36393,4170,3079,43642,10602
raw_start_v3,medium,pid_12,completed,,37859,4160,3042,45061,10265
raw_start_v3,medium,pid_13,completed,,38044,4037,3096,45177,10595
raw_start_v3,medium,pid_14,completed,,38354,4436,3074,45864,10459
raw_start_v3,medium,pid_15,completed,,38317,4203,3160,45680,10804
raw_start_v3,medium,pid_16,completed,,38037,4458,3093,45588,10608
raw_start_v3,medium,pid_17,completed,,38164,4902,3057,46123,10497
raw_start_v3,medium,pid_18,completed,,37387,3846,3042,44275,10427
raw_start_v3,medium,pid_19,completed,,38219,7433,3101,48753,10594
raw_start_v3,medium,pid_20,completed,,38091,3935,3084,45110,10686
raw_start_v3,high,pid_1,completed,,38153,5472,3071,46696,10568
raw_start_v3,high,pid_2,completed,,38205,4688,3086,45979,10559
raw_start_v3,high,pid_3,completed,,38061,7211,3069,48341,10555
raw_start_v3,high,pid_4,completed,,38130,5923,3056,47109,10366
raw_start_v3,high,pid_5,completed,,38554,6256,3059,47869,10528
raw_start_v3,high,pid_6,completed,,38461,5804,3072,47337,10574
raw_start_v3,high,pid_7,completed,,37607,6243,3059,46909,10527
raw_start_v3,high,pid_8,completed,,36539,6381,3078,45998,10599
raw_start_v3,high,pid_9,completed,,38461,5842,3099,47402,10604
raw_start_v3,high,pid_10,completed,,37977,7519,3064,48560,10544
raw_start_v3,high,pid_11,completed,,36393,6878,3081,46352,10598
raw_start_v3,high,pid_12,completed,,37859,6816,3089,47764,10557
raw_start_v3,high,pid_13,completed,,38044,6469,3104,47617,10623
raw_start_v3,high,pid_14,completed,,38354,6874,3090,48318,10568
raw_start_v3,high,pid_15,completed,,38317,6753,3107,48177,10626
raw_start_v3,high,pid_16,completed,,38037,6477,3073,47587,10482
raw_start_v3,high,pid_17,completed,,38164,7615,3075,48854,10574
raw_start_v3,high,pid_18,completed,,37387,6073,3063,46523,10511
raw_start_v3,high,pid_19,completed,,38219,4830,3082,46131,10507
raw_start_v3,high,pid_20,completed,,38091,6339,3075,47505,10579
skill_v1_raw_end,none,pid_1,unknown,,38257,0,0,41337,10599
skill_v1_raw_end,none,pid_2,unknown,,39200,0,0,42305,10622
skill_v1_raw_end,none,pid_3,unknown,,38744,0,0,41872,10724
skill_v1_raw_end,none,pid_4,unknown,,37969,0,0,41058,10568
skill_v1_raw_end,none,pid_5,unknown,,38225,0,0,41291,10564
skill_v1_raw_end,none,pid_6,unknown,,38074,0,0,41132,10531
skill_v1_raw_end,none,pid_7,unknown,,39763,0,0,42850,10665
skill_v1_raw_end,none,pid_8,unknown,,39090,0,0,42198,10649
skill_v1_raw_end,none,pid_9,unknown,,39464,0,0,42556,10589
skill_v1_raw_end,none,pid_10,unknown,,39672,0,0,42754,10623
skill_v1_raw_end,none,pid_11,unknown,,37953,0,0,41022,10565
skill_v1_raw_end,none,pid_12,unknown,,38561,0,0,41641,10542
skill_v1_raw_end,none,pid_13,unknown,,38596,0,0,41682,10595
skill_v1_raw_end,none,pid_14,unknown,,38945,0,0,42021,10545
skill_v1_raw_end,none,pid_15,unknown,,39681,0,0,42821,10767
skill_v1_raw_end,none,pid_16,unknown,,38250,0,0,41332,10546
skill_v1_raw_end,none,pid_17,unknown,,38243,0,0,40108,7818
skill_v1_raw_end,none,pid_18,unknown,,37692,0,0,40770,10615
skill_v1_raw_end,none,pid_19,unknown,,38052,0,0,41146,10611
skill_v1_raw_end,none,pid_20,unknown,,38261,0,0,41329,10563
skill_v1_raw_end,low,pid_1,completed,,38257,1236,3060,42553,10464
skill_v1_raw_end,low,pid_2,completed,,39200,1489,3097,43786,10596
skill_v1_raw_end,low,pid_3,completed,,38744,29,3057,41830,10502
skill_v1_raw_end,low,pid_4,completed,,37969,1565,3102,42636,10623
skill_v1_raw_end,low,pid_5,completed,,38225,1593,3058,42876,10502
skill_v1_raw_end,low,pid_6,completed,,38074,1467,3032,42573,10343
skill_v1_raw_end,low,pid_7,completed,,39763,1001,3064,43828,10552
skill_v1_raw_end,low,pid_8,completed,,39090,1504,2859,43453,9753
skill_v1_raw_end,low,pid_9,completed,,39464,1667,3095,44226,10604
skill_v1_raw_end,low,pid_10,completed,,39672,1167,3092,43931,10684
skill_v1_raw_end,low,pid_11,completed,,37953,1363,3077,42393,10543
skill_v1_raw_end,low,pid_12,completed,,38561,1456,3070,43087,10427
skill_v1_raw_end,low,pid_13,completed,,38596,1412,3072,43080,10447
skill_v1_raw_end,low,pid_14,completed,,38945,1526,3058,43529,10378
skill_v1_raw_end,low,pid_15,completed,,39681,1465,3077,44223,10495
skill_v1_raw_end,low,pid_16,completed,,38250,1297,3079,42626,10507
skill_v1_raw_end,low,pid_17,completed,,38243,1538,3032,42813,10348
skill_v1_raw_end,low,pid_18,completed,,37692,1662,3060,42414,10525
skill_v1_raw_end,low,pid_19,completed,,38052,1369,3117,42538,10685
skill_v1_raw_end,low,pid_20,completed,,38261,1369,3103,42733,10766
skill_v1_raw_end,medium,pid_1,completed,,38257,3498,3078,44833,10601
skill_v1_raw_end,medium,pid_2,completed,,39200,3733,3066,45999,10443
skill_v1_raw_end,medium,pid_3,completed,,38744,4438,3074,46256,10590
skill_v1_raw_end,medium,pid_4,completed,,37969,3414,3081,44464,10536
skill_v1_raw_end,medium,pid_5,completed,,38225,4024,3028,45277,10355
skill_v1_raw_end,medium,pid_6,completed,,38074,4033,3046,45153,10434
skill_v1_raw_end,medium,pid_7,completed,,39763,2907,3035,45705,10401
skill_v1_raw_end,medium,pid_8,completed,,39090,3720,2884,45694,9927
skill_v1_raw_end,medium,pid_9,completed,,39464,3972,3109,46545,10648
skill_v1_raw_end,medium,pid_10,completed,,39672,3973,3059,46704,10525
skill_v1_raw_end,medium,pid_11,completed,,37953,4194,3072,45219,10539
skill_v1_raw_end,medium,pid_12,completed,,38561,3850,3082,45493,10531
skill_v1_raw_end,medium,pid_13,completed,,38596,3333,3096,45025,10586
skill_v1_raw_end,medium,pid_14,completed,,38945,4577,3117,46639,10666
skill_v1_raw_end,medium,pid_15,completed,,39681,3964,3105,46750,10628
skill_v1_raw_end,medium,pid_16,completed,,38250,4249,3063,45562,10428
skill_v1_raw_end,medium,pid_17,completed,,38243,5049,3052,46344,10421
skill_v1_raw_end,medium,pid_18,completed,,37692,3618,3067,44377,10570
skill_v1_raw_end,medium,pid_19,completed,,38052,3856,3078,44986,10486
skill_v1_raw_end,medium,pid_20,completed,,38261,3905,3081,45247,10600
skill_v1_raw_end,high,pid_1,completed,,38257,6050,3084,47391,10658
skill_v1_raw_end,high,pid_2,completed,,39200,6306,3073,48579,10477
skill_v1_raw_end,high,pid_3,completed,,38744,6155,3081,47980,10617
skill_v1_raw_end,high,pid_4,completed,,37969,5064,3103,46136,10657
skill_v1_raw_end,high,pid_5,completed,,38225,5945,3062,47232,10542
skill_v1_raw_end,high,pid_6,completed,,38074,7524,3067,48665,10545
skill_v1_raw_end,high,pid_7,completed,,39763,6182,3057,49002,10508
skill_v1_raw_end,high,pid_8,completed,,39090,7343,3054,49487,10470
skill_v1_raw_end,high,pid_9,completed,,39464,5748,3075,48287,10493
skill_v1_raw_end,high,pid_10,completed,,39672,5765,3041,48478,10415
skill_v1_raw_end,high,pid_11,completed,,37953,5853,3052,46858,10444
skill_v1_raw_end,high,pid_12,completed,,38561,6018,3090,47669,10576
skill_v1_raw_end,high,pid_13,completed,,38596,6363,3099,48058,10607
skill_v1_raw_end,high,pid_14,completed,,38945,6198,3070,48213,10449
skill_v1_raw_end,high,pid_15,completed,,39681,6245,3078,49004,10485
skill_v1_raw_end,high,pid_16,completed,,38250,6180,3071,47501,10454
skill_v1_raw_end,high,pid_17,completed,,38243,6047,3068,47358,10536
skill_v1_raw_end,high,pid_18,completed,,37692,7523,3068,48283,10521
skill_v1_raw_end,high,pid_19,completed,,38052,5563,3073,46688,10465
skill_v1_raw_end,high,pid_20,completed,,38261,6972,3075,48308,10573
skill_v2_raw_end,none,pid_1,completed,,37597,0,3074,40671,10606
skill_v2_raw_end,none,pid_2,completed,,40061,0,3070,43131,10464
skill_v2_raw_end,none,pid_3,completed,,37499,0,3042,40541,10415
skill_v2_raw_end,none,pid_4,completed,,37206,0,3105,40311,10670
skill_v2_raw_end,none,pid_5,completed,,37268,0,3067,40335,10616
skill_v2_raw_end,none,pid_6,completed,,37488,0,3037,40525,10399
skill_v2_raw_end,none,pid_7,completed,,37305,0,3023,40328,10318
skill_v2_raw_end,none,pid_8,completed,,37237,0,3079,40316,10637
skill_v2_raw_end,none,pid_9,completed,,37383,0,3096,40479,10587
skill_v2_raw_end,none,pid_10,completed,,37643,0,3043,40686,10437
skill_v2_raw_end,none,pid_11,completed,,37168,0,3058,40226,10483
skill_v2_raw_end,none,pid_12,completed,,37161,0,3096,40257,10630
skill_v2_raw_end,none,pid_13,completed,,37560,0,3068,40628,10435
skill_v2_raw_end,none,pid_14,completed,,37232,0,3090,40322,10569
skill_v2_raw_end,none,pid_15,completed,,37484,0,3068,40552,10438
skill_v2_raw_end,none,pid_16,completed,,37426,0,3082,40508,10555
skill_v2_raw_end,none,pid_17,completed,,37040,0,3059,40099,10501
skill_v2_raw_end,none,pid_18,completed,,37117,0,3076,40193,10609
skill_v2_raw_end,none,pid_19,completed,,37415,0,3066,40481,10422
skill_v2_raw_end,none,pid_20,completed,,36897,0,3066,39963,10561
skill_v2_raw_end,low,pid_1,completed,,37597,1398,3064,42059,10509
skill_v2_raw_end,low,pid_2,completed,,40061,1340,3097,44498,10601
skill_v2_raw_end,low,pid_3,completed,,37499,1350,3045,41894,10415
skill_v2_raw_end,low,pid_4,completed,,37206,1401,3110,41717,10663
skill_v2_raw_end,low,pid_5,completed,,37268,1479,3060,41807,10498
skill_v2_raw_end,low,pid_6,completed,,37488,1425,3074,41987,10613
skill_v2_raw_end,low,pid_7,completed,,37305,1472,3089,41866,10664
skill_v2_raw_end,low,pid_8,completed,,37237,1510,3068,41815,10546
skill_v2_raw_end,low,pid_9,completed,,37383,1492,3099,41974,10597
skill_v2_raw_end,low,pid_10,completed,,37643,34,3051,40728,10462
skill_v2_raw_end,low,pid_11,completed,,37168,1446,3079,41693,10603
skill_v2_raw_end,low,pid_12,completed,,37161,1432,3093,41686,10562
skill_v2_raw_end,low,pid_13,completed,,37560,1550,3104,42214,10623
skill_v2_raw_end,low,pid_14,completed,,37232,1351,3074,41657,10459
skill_v2_raw_end,low,pid_15,completed,,37484,1473,3109,42066,10636
skill_v2_raw_end,low,pid_16,completed,,37426,821,3122,41369,10704
skill_v2_raw_end,low,pid_17,completed,,37040,1309,3034,41383,10359
skill_v2_raw_end,low,pid_18,completed,,37117,1362,3096,41575,10727
skill_v2_raw_end,low,pid_19,completed,,37415,1365,3063,41843,10392
skill_v2_raw_end,low,pid_20,completed,,36897,1471,3056,41424,10466
skill_v2_raw_end,medium,pid_1,completed,,37597,3471,3072,44140,10570
skill_v2_raw_end,medium,pid_2,completed,,40061,4057,3101,47219,10606
skill_v2_raw_end,medium,pid_3,completed,,37499,4161,3069,44729,10566
skill_v2_raw_end,medium,pid_4,completed,,37206,4020,3090,44316,10574
skill_v2_raw_end,medium,pid_5,completed,,37268,4000,3051,44319,10484
skill_v2_raw_end,medium,pid_6,completed,,37488,3345,3033,43866,10359
skill_v2_raw_end,medium,pid_7,completed,,37305,4025,3063,44393,10548
skill_v2_raw_end,medium,pid_8,completed,,37237,3842,3080,44159,10600
skill_v2_raw_end,medium,pid_9,completed,,37383,4074,3068,44525,10413
skill_v2_raw_end,medium,pid_10,completed,,37643,4162,3062,44867,10533
skill_v2_raw_end,medium,pid_11,completed,,37168,3602,3077,43847,10575
skill_v2_raw_end,medium,pid_12,completed,,37161,3021,3094,43276,10617
skill_v2_raw_end,medium,pid_13,completed,,37560,3192,3078,43830,10492
skill_v2_raw_end,medium,pid_14,completed,,37232,4585,3074,44891,10468
skill_v2_raw_end,medium,pid_15,completed,,37484,4301,3075,44860,10479
skill_v2_raw_end,medium,pid_16,completed,,37426,4347,3084,44857,10550
skill_v2_raw_end,medium,pid_17,completed,,37040,3790,3072,43902,10571
skill_v2_raw_end,medium,pid_18,completed,,37117,4037,3061,44215,10526
skill_v2_raw_end,medium,pid_19,completed,,37415,4174,3101,44690,10605
skill_v2_raw_end,medium,pid_20,completed,,36897,3923,3055,43875,10478
skill_v2_raw_end,high,pid_1,completed,,37597,4951,3072,45620,10582
skill_v2_raw_end,high,pid_2,completed,,40061,6645,3088,49794,10547
skill_v2_raw_end,high,pid_3,completed,,37499,5860,3072,46431,10581
skill_v2_raw_end,high,pid_4,completed,,37206,5413,3086,45705,10557
skill_v2_raw_end,high,pid_5,completed,,37268,6773,3047,47088,10462
skill_v2_raw_end,high,pid_6,completed,,37488,6632,3056,47176,10492
skill_v2_raw_end,high,pid_7,completed,,37305,6567,3049,46921,10459
skill_v2_raw_end,high,pid_8,completed,,37237,5631,3072,45940,10585
skill_v2_raw_end,high,pid_9,completed,,37383,6348,3106,46837,10632
skill_v2_raw_end,high,pid_10,completed,,37643,6067,3054,46764,10492
skill_v2_raw_end,high,pid_11,completed,,37168,7247,3085,47500,10621
skill_v2_raw_end,high,pid_12,completed,,37161,7804,3084,48049,10555
skill_v2_raw_end,high,pid_13,completed,,37560,6737,3104,47401,10614
skill_v2_raw_end,high,pid_14,completed,,37232,5913,3099,46244,10601
skill_v2_raw_end,high,pid_15,completed,,37484,7129,3066,47679,10397
skill_v2_raw_end,high,pid_16,completed,,37426,5123,3086,45635,10575
skill_v2_raw_end,high,pid_17,completed,,37040,5784,3037,45861,10404
skill_v2_raw_end,high,pid_18,completed,,37117,5285,3084,45486,10614
skill_v2_raw_end,high,pid_19,completed,,37415,10256,3073,50744,10458
skill_v2_raw_end,high,pid_20,completed,,36897,5898,3071,45866,10550
skill_v3_raw_end,none,pid_1,completed,,38153,0,3032,41185,10357
skill_v3_raw_end,none,pid_2,completed,,38205,0,3087,41292,10556
skill_v3_raw_end,none,pid_3,completed,,38061,0,3074,41135,10598
skill_v3_raw_end,none,pid_4,completed,,38130,0,3077,41207,10459
skill_v3_raw_end,none,pid_5,completed,,38554,0,3024,41578,10343
skill_v3_raw_end,none,pid_6,completed,,38461,0,3076,41537,10616
skill_v3_raw_end,none,pid_7,completed,,37607,0,3053,40660,10447
skill_v3_raw_end,none,pid_8,completed,,36539,0,3034,39573,10374
skill_v3_raw_end,none,pid_9,completed,,38461,0,3093,41554,10601
skill_v3_raw_end,none,pid_10,completed,,37977,0,3034,41011,10360
skill_v3_raw_end,none,pid_11,completed,,36393,0,3081,39474,10624
skill_v3_raw_end,none,pid_12,completed,,37859,0,3060,40919,10432
skill_v3_raw_end,none,pid_13,completed,,38044,0,3111,41155,10695
skill_v3_raw_end,none,pid_14,completed,,38354,0,3045,41399,10559
skill_v3_raw_end,none,pid_15,completed,,38317,0,3101,41418,10654
skill_v3_raw_end,none,pid_16,completed,,38037,0,3117,41154,10731
skill_v3_raw_end,none,pid_17,completed,,38164,0,3069,41233,10593
skill_v3_raw_end,none,pid_18,completed,,37387,0,3023,40410,10344
skill_v3_raw_end,none,pid_19,completed,,38219,0,3076,41295,10465
skill_v3_raw_end,none,pid_20,completed,,38091,0,3090,41181,10672
skill_v3_raw_end,low,pid_1,completed,,38153,1484,3066,42703,10548
skill_v3_raw_end,low,pid_2,completed,,38205,665,3082,41952,10530
skill_v3_raw_end,low,pid_3,completed,,38061,1410,3087,42558,10634
skill_v3_raw_end,low,pid_4,completed,,38130,1506,3087,42723,10525
skill_v3_raw_end,low,pid_5,completed,,38554,1424,3078,43056,10629
skill_v3_raw_end,low,pid_6,completed,,38461,1433,3049,42943,10434
skill_v3_raw_end,low,pid_7,completed,,37607,1424,3065,42096,10538
skill_v3_raw_end,low,pid_8,completed,,36539,1314,3052,40905,10469
skill_v3_raw_end,low,pid_9,completed,,38461,1293,3066,42820,10382
skill_v3_raw_end,low,pid_10,completed,,37977,1442,3034,42453,10380
skill_v3_raw_end,low,pid_11,completed,,36393,1550,3084,41027,10643
skill_v3_raw_end,low,pid_12,completed,,37859,1372,3088,42319,10568
skill_v3_raw_end,low,pid_13,completed,,38044,1326,3105,42475,10655
skill_v3_raw_end,low,pid_14,completed,,38354,1432,3078,42864,10485
skill_v3_raw_end,low,pid_15,completed,,38317,1448,3109,42874,10626
skill_v3_raw_end,low,pid_16,completed,,38037,1320,3095,42452,10600
skill_v3_raw_end,low,pid_17,completed,,38164,28,3086,41278,10629
skill_v3_raw_end,low,pid_18,completed,,37387,1673,3031,42091,10349
skill_v3_raw_end,low,pid_19,completed,,38219,1530,3114,42863,10708
skill_v3_raw_end,low,pid_20,completed,,38091,1478,3049,42618,10406
skill_v3_raw_end,medium,pid_1,completed,,38153,3770,3037,44960,10382
skill_v3_raw_end,medium,pid_2,completed,,38205,3025,3053,44283,10351
skill_v3_raw_end,medium,pid_3,completed,,38061,4112,3065,45238,10523
skill_v3_raw_end,medium,pid_4,completed,,38130,3864,3088,45082,10564
skill_v3_raw_end,medium,pid_5,completed,,38554,2938,3063,44555,10546
skill_v3_raw_end,medium,pid_6,completed,,38461,4516,3069,46046,10555
skill_v3_raw_end,medium,pid_7,completed,,37607,4521,3065,45193,10545
skill_v3_raw_end,medium,pid_8,completed,,36539,3755,3071,43365,10566
skill_v3_raw_end,medium,pid_9,completed,,38461,3833,3099,45393,10602
skill_v3_raw_end,medium,pid_10,completed,,37977,3764,3060,44801,10518
skill_v3_raw_end,medium,pid_11,completed,,36393,4862,3056,44311,10486
skill_v3_raw_end,medium,pid_12,completed,,37859,2858,3083,43800,10568
skill_v3_raw_end,medium,pid_13,completed,,38044,3722,3104,44870,10616
skill_v3_raw_end,medium,pid_14,completed,,38354,3639,3073,45066,10462
skill_v3_raw_end,medium,pid_15,completed,,38317,3716,3108,45141,10632
skill_v3_raw_end,medium,pid_16,completed,,38037,3357,3085,44479,10581
skill_v3_raw_end,medium,pid_17,completed,,38164,5246,3070,46480,10560
skill_v3_raw_end,medium,pid_18,completed,,37387,3944,3066,44397,10546
skill_v3_raw_end,medium,pid_19,completed,,38219,5382,3092,46693,10571
skill_v3_raw_end,medium,pid_20,completed,,38853,4165,2313,45331,10592
skill_v3_raw_end,high,pid_1,completed,,38153,7281,3074,48508,10582
skill_v3_raw_end,high,pid_2,completed,,38205,7227,3055,48487,10364
skill_v3_raw_end,high,pid_3,completed,,38061,5231,3065,46357,10497
skill_v3_raw_end,high,pid_4,completed,,38130,6842,3094,48066,10585
skill_v3_raw_end,high,pid_5,completed,,38554,6426,3057,48037,10521
skill_v3_raw_end,high,pid_6,completed,,38461,5586,3041,47088,10418
skill_v3_raw_end,high,pid_7,completed,,37607,8004,3019,48630,10296
skill_v3_raw_end,high,pid_8,completed,,36539,5838,3062,45439,10514
skill_v3_raw_end,high,pid_9,completed,,38461,7350,3101,48912,10620
skill_v3_raw_end,high,pid_10,completed,,37977,5081,3065,46123,10546
skill_v3_raw_end,high,pid_11,completed,,36393,6780,3053,46226,10468
skill_v3_raw_end,high,pid_12,completed,,37859,5731,3086,46676,10555
skill_v3_raw_end,high,pid_13,completed,,38044,6810,3075,47929,10481
skill_v3_raw_end,high,pid_14,completed,,38354,6535,3104,47993,10625
skill_v3_raw_end,high,pid_15,completed,,38317,6871,3110,48298,10624
skill_v3_raw_end,high,pid_16,completed,,38037,6950,3065,48052,10438
skill_v3_raw_end,high,pid_17,completed,,38164,6412,3068,47644,10543
skill_v3_raw_end,high,pid_18,completed,,37387,6080,3048,46515,10445
skill_v3_raw_end,high,pid_19,completed,,38219,6345,3076,47640,10483
skill_v3_raw_end,high,pid_20,completed,,38091,7369,3039,48499,10361
